Trigger.started,Trigger.stopped,key_resp_4.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,Session,Subject,date,expName,psychopyVersion,OS,frameRate,complex_block.started,complex_block.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,complex_block_loop.thisRepN,complex_block_loop.thisTrialN,complex_block_loop.thisN,complex_block_loop.thisIndex,complex_block_loop.ran,trial,finger,markerPos,correctResp,new_block_loop.thisRepN,new_block_loop.thisTrialN,new_block_loop.thisN,new_block_loop.thisIndex,new_block_loop.ran,endBuffer.started,endBuffer.stopped
0.0002,66.6428,,-0.170669158,-0.343733016,1,0,0,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,66.6622,67.7339,2,1,1.0607,,0,0,0,0,1,1,M,,2,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,67.7346,68.3833,3,1,0.6346,,0,1,1,1,1,2,R,,3,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,68.3837,69.2158,2,1,0.8245,,0,2,2,2,1,3,M,,2,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,69.2164,69.9,3,1,0.6709,,0,3,3,3,1,4,R,,3,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,69.9006,70.5334,1,1,0.6202,,0,4,4,4,1,5,I,,1,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,70.5339,71.149,1,1,0.6032,,0,5,5,5,1,6,I,,1,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,71.1495,71.7664,3,1,0.605,,0,6,6,6,1,7,R,,3,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,71.7669,72.5157,2,1,0.7382,,0,7,7,7,1,8,M,,2,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,72.516,73.8002,4,1,1.2836,,0,8,8,8,1,9,L,,4,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,73.8006,74.5824,1,1,0.7712,,0,9,9,9,1,10,I,,1,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,74.5827,75.2999,2,1,0.7045,,1,0,10,0,1,1,M,,2,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,75.3004,75.85,3,1,0.5371,,1,1,11,1,1,2,R,,3,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,75.8504,76.6153,2,1,0.7521,,1,2,12,2,1,3,M,,2,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,76.6157,77.4333,3,1,0.8049,,1,3,13,3,1,4,R,,3,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,77.4337,78.1,1,1,0.656,,1,4,14,4,1,5,I,,1,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,78.1004,78.7999,1,1,0.6865,,1,5,15,5,1,6,I,,1,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,78.8003,79.7998,3,1,0.9867,,1,6,16,6,1,7,R,,3,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,79.8003,81.25,2,1,1.4353,,1,7,17,7,1,8,M,,2,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,81.2505,81.8997,4,1,0.6378,,1,8,18,8,1,9,L,,4,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,81.9001,82.6324,1,1,0.7201,,1,9,19,9,1,10,I,,1,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,82.6328,83.2656,2,1,0.6198,,2,0,20,0,1,1,M,,2,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,83.2659,83.866,3,1,0.5874,,2,1,21,1,1,2,R,,3,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,83.8665,84.5665,2,1,0.6996,,2,2,22,2,1,3,M,,2,,,,,,,
,,,,,,,,1,elise,2024-09-24_15h33.10.570,Motor_Task,2023.2.2,MacIntel,59.88023952,84.5666,85.0996,3,1,0.5313,,2,3,23,3,1,4,R,,3,,,,,,,
