thisRow.t,notes,Trigger.started,text_2.started,key_resp_4.started,mouse.started,image.started,text_4.started,Session,Subject,date,expName,psychopyVersion,frameRate,expStart,
,,0.010428291978314519,0.019922083942219615,0.019922083942219615,0.009557291981764138,0.019922083942219615,0.019922083942219615,,,,,,,,
